match_id,hero_0,hero_1,hero_2,hero_3,hero_4,hero_5,hero_6,hero_7,hero_8,hero_9,match_time,game_stage,counter,net_worth_diff,exp_diff,score_diff,radiant_win
6166279996,puck,phantom-assassin,dragon-knight,leshrac,grimstroke,ursa,magnus,timbersaw,juggernaut,pudge,00:31:10,late game,3.97,-25044,-35754,-20,0.0
6166280267,shadow-shaman,underlord,bloodseeker,abaddon,riki,vengeful-spirit,silencer,pudge,clinkz,lycan,00:10:39,early game,-0.01,-241,-1367,-1,0.0
6166280267,shadow-shaman,underlord,bloodseeker,abaddon,riki,vengeful-spirit,silencer,pudge,clinkz,lycan,00:22:39,mid game,-0.01,-330,-3361,-4,0.0
6166280267,shadow-shaman,underlord,bloodseeker,abaddon,riki,vengeful-spirit,silencer,pudge,clinkz,lycan,00:29:10,late game,-0.01,-5899,-13296,-10,0.0
6166280795,luna,sand-king,sniper,invoker,natures-prophet,slardar,mirana,pudge,bounty-hunter,tidehunter,00:08:31,early game,-6.15,14,1363,1,1.0
6166280795,luna,sand-king,sniper,invoker,natures-prophet,slardar,mirana,pudge,bounty-hunter,tidehunter,00:26:12,mid game,-6.15,9184,13809,11,1.0
6166280795,luna,sand-king,sniper,invoker,natures-prophet,slardar,mirana,pudge,bounty-hunter,tidehunter,00:31:32,late game,-6.15,11063,11579,13,1.0
6166280905,silencer,sniper,slark,bristleback,dark-willow,jakiro,viper,zeus,lina,faceless-void,00:11:04,early game,-7.82,1743,2802,4,1.0
6166280905,silencer,sniper,slark,bristleback,dark-willow,jakiro,viper,zeus,lina,faceless-void,00:24:05,mid game,-7.82,10411,14649,13,1.0
6166280905,silencer,sniper,slark,bristleback,dark-willow,jakiro,viper,zeus,lina,faceless-void,00:29:43,late game,-7.82,15558,13972,15,1.0
6166282107,legion-commander,storm-spirit,pudge,lifestealer,bloodseeker,juggernaut,axe,broodmother,sniper,faceless-void,00:14:45,early game,18.64,4530,4772,9,1.0
6166282107,legion-commander,storm-spirit,pudge,lifestealer,bloodseeker,juggernaut,axe,broodmother,sniper,faceless-void,00:25:11,mid game,18.64,16869,22414,22,1.0
6166282107,legion-commander,storm-spirit,pudge,lifestealer,bloodseeker,juggernaut,axe,broodmother,sniper,faceless-void,00:29:13,late game,18.64,19162,24374,24,1.0
6166282231,dazzle,silencer,hoodwink,ancient-apparition,sven,luna,undying,axe,phantom-assassin,tinker,00:03:15,early game,-8.9,397,1021,1,1.0
6166282231,dazzle,silencer,hoodwink,ancient-apparition,sven,luna,undying,axe,phantom-assassin,tinker,00:17:17,mid game,-8.9,7586,8443,8,1.0
6166282231,dazzle,silencer,hoodwink,ancient-apparition,sven,luna,undying,axe,phantom-assassin,tinker,00:32:01,late game,-8.9,33592,55326,37,1.0
6166282943,omniknight,sven,skywrath-mage,mars,juggernaut,rubick,gyrocopter,pugna,undying,venomancer,00:16:04,early game,-7.84,1858,2120,4,1.0
6166282943,omniknight,sven,skywrath-mage,mars,juggernaut,rubick,gyrocopter,pugna,undying,venomancer,00:23:22,mid game,-7.84,10723,14710,14,1.0
6166282943,omniknight,sven,skywrath-mage,mars,juggernaut,rubick,gyrocopter,pugna,undying,venomancer,00:27:10,late game,-7.84,13113,19259,19,1.0
6166283769,huskar,pudge,dragon-knight,abaddon,jakiro,legion-commander,naga-siren,weaver,rubick,luna,00:06:46,early game,-5.12,-1045,-975,-2,0.0
6166283769,huskar,pudge,dragon-knight,abaddon,jakiro,legion-commander,naga-siren,weaver,rubick,luna,00:24:39,mid game,-5.12,-1988,-7060,-3,0.0
6166283769,huskar,pudge,dragon-knight,abaddon,jakiro,legion-commander,naga-siren,weaver,rubick,luna,00:30:20,late game,-5.12,-9672,-18293,-6,0.0
6166283950,dark-willow,bristleback,underlord,templar-assassin,sniper,kunkka,clinkz,faceless-void,lion,pudge,00:09:22,early game,-11.6,3380,3474,3,1.0
6166283950,dark-willow,bristleback,underlord,templar-assassin,sniper,kunkka,clinkz,faceless-void,lion,pudge,00:25:55,mid game,-11.6,14940,17435,10,1.0
6166283950,dark-willow,bristleback,underlord,templar-assassin,sniper,kunkka,clinkz,faceless-void,lion,pudge,00:27:49,late game,-11.6,15981,17945,10,1.0
6166284162,phoenix,morphling,monkey-king,queen-of-pain,axe,lich,batrider,rubick,sniper,sven,00:12:58,early game,2.3,475,999,0,1.0
6166284162,phoenix,morphling,monkey-king,queen-of-pain,axe,lich,batrider,rubick,sniper,sven,00:18:50,mid game,2.3,-4737,-10065,-10,1.0
6166284162,phoenix,morphling,monkey-king,queen-of-pain,axe,lich,batrider,rubick,sniper,sven,00:27:15,late game,2.3,2241,4682,-1,1.0
6166229332,timbersaw,sniper,natures-prophet,monkey-king,techies,windranger,bounty-hunter,lifestealer,phantom-assassin,grimstroke,00:05:35,early game,1.06,1093,1113,3,0.0
6166229332,timbersaw,sniper,natures-prophet,monkey-king,techies,windranger,bounty-hunter,lifestealer,phantom-assassin,grimstroke,00:25:41,mid game,1.06,3589,-3716,3,0.0
6166229332,timbersaw,sniper,natures-prophet,monkey-king,techies,windranger,bounty-hunter,lifestealer,phantom-assassin,grimstroke,00:33:04,late game,1.06,-3886,-20294,-1,0.0
6166229332,timbersaw,sniper,natures-prophet,monkey-king,techies,windranger,bounty-hunter,lifestealer,phantom-assassin,grimstroke,00:47:19,superlate game,1.06,-12917,-32152,-6,0.0
6166234524,terrorblade,lina,windranger,axe,gyrocopter,sven,pudge,phantom-lancer,lion,keeper-of-the-light,00:08:17,early game,4.55,-362,84,0,0.0
6166234524,terrorblade,lina,windranger,axe,gyrocopter,sven,pudge,phantom-lancer,lion,keeper-of-the-light,00:20:55,mid game,4.55,-2154,-2031,-4,0.0
6166234524,terrorblade,lina,windranger,axe,gyrocopter,sven,pudge,phantom-lancer,lion,keeper-of-the-light,00:32:03,late game,4.55,-8874,-19156,-12,0.0
6166234524,terrorblade,lina,windranger,axe,gyrocopter,sven,pudge,phantom-lancer,lion,keeper-of-the-light,00:43:08,superlate game,4.55,-8738,-24176,-13,0.0
6166236367,ogre-magi,lion,necrophos,morphling,invoker,clinkz,kunkka,spirit-breaker,tinker,silencer,00:07:46,early game,1.0,-829,-502,-1,0.0
6166236367,ogre-magi,lion,necrophos,morphling,invoker,clinkz,kunkka,spirit-breaker,tinker,silencer,00:19:30,mid game,1.0,-3213,-3443,-7,0.0
6166236367,ogre-magi,lion,necrophos,morphling,invoker,clinkz,kunkka,spirit-breaker,tinker,silencer,00:36:05,late game,1.0,-8638,-12642,-15,0.0
6166236367,ogre-magi,lion,necrophos,morphling,invoker,clinkz,kunkka,spirit-breaker,tinker,silencer,00:46:22,superlate game,1.0,-10021,-28812,-21,0.0
6166241351,earthshaker,silencer,drow-ranger,sven,riki,shadow-fiend,shadow-shaman,naga-siren,luna,slark,00:00:44,early game,-0.85,510,216,0,0.0
6166241351,earthshaker,silencer,drow-ranger,sven,riki,shadow-fiend,shadow-shaman,naga-siren,luna,slark,00:26:51,mid game,-0.85,-2344,-6974,-7,0.0
6166241351,earthshaker,silencer,drow-ranger,sven,riki,shadow-fiend,shadow-shaman,naga-siren,luna,slark,00:28:00,late game,-0.85,123,-5138,-6,0.0
6166241351,earthshaker,silencer,drow-ranger,sven,riki,shadow-fiend,shadow-shaman,naga-siren,luna,slark,00:51:27,superlate game,-0.85,-16207,-20545,-12,0.0
6166242608,techies,ogre-magi,legion-commander,pudge,lycan,lion,juggernaut,snapfire,wraith-king,magnus,00:03:01,early game,-9.17,-507,-329,-1,0.0
6166242608,techies,ogre-magi,legion-commander,pudge,lycan,lion,juggernaut,snapfire,wraith-king,magnus,00:25:22,mid game,-9.17,-7751,-15486,-1,0.0
6166242608,techies,ogre-magi,legion-commander,pudge,lycan,lion,juggernaut,snapfire,wraith-king,magnus,00:33:15,late game,-9.17,-13419,-36395,-8,0.0
6166242608,techies,ogre-magi,legion-commander,pudge,lycan,lion,juggernaut,snapfire,wraith-king,magnus,00:40:53,superlate game,-9.17,-30686,-68741,-14,0.0
6166242904,rubick,ancient-apparition,centaur-warrunner,storm-spirit,lifestealer,lion,jakiro,axe,tinker,morphling,00:01:34,early game,12.41,303,25,-1,0.0
6166242904,rubick,ancient-apparition,centaur-warrunner,storm-spirit,lifestealer,lion,jakiro,axe,tinker,morphling,00:19:48,mid game,12.41,6375,10153,15,0.0
6166242904,rubick,ancient-apparition,centaur-warrunner,storm-spirit,lifestealer,lion,jakiro,axe,tinker,morphling,00:35:25,late game,12.41,797,-5055,9,0.0
6166242904,rubick,ancient-apparition,centaur-warrunner,storm-spirit,lifestealer,lion,jakiro,axe,tinker,morphling,00:50:15,superlate game,12.41,-425,2797,10,0.0
6166243587,disruptor,necrophos,spectre,venomancer,mirana,skywrath-mage,faceless-void,legion-commander,pugna,io,00:00:17,early game,-15.91,-319,-100,-1,0.0
6166243587,disruptor,necrophos,spectre,venomancer,mirana,skywrath-mage,faceless-void,legion-commander,pugna,io,00:18:00,mid game,-15.91,-5539,-4969,-14,0.0
6166243587,disruptor,necrophos,spectre,venomancer,mirana,skywrath-mage,faceless-void,legion-commander,pugna,io,00:28:27,late game,-15.91,2262,7532,-10,0.0
6166243587,disruptor,necrophos,spectre,venomancer,mirana,skywrath-mage,faceless-void,legion-commander,pugna,io,00:43:06,superlate game,-15.91,-940,-13797,-17,0.0
6166243715,tidehunter,anti-mage,zeus,techies,jakiro,silencer,kunkka,tusk,spirit-breaker,spectre,00:07:21,early game,0.5,1583,1423,3,1.0
6166243715,tidehunter,anti-mage,zeus,techies,jakiro,silencer,kunkka,tusk,spirit-breaker,spectre,00:23:57,mid game,0.5,-560,-10052,-3,1.0
6166243715,tidehunter,anti-mage,zeus,techies,jakiro,silencer,kunkka,tusk,spirit-breaker,spectre,00:32:22,late game,0.5,-10172,-28369,-14,1.0
6166243715,tidehunter,anti-mage,zeus,techies,jakiro,silencer,kunkka,tusk,spirit-breaker,spectre,00:43:15,superlate game,0.5,-2921,-18391,-13,1.0
6166244228,tidehunter,gyrocopter,sniper,invoker,ember-spirit,zeus,spectre,dawnbreaker,windranger,phantom-assassin,00:13:31,early game,0.59,327,1271,5,0.0
6166244228,tidehunter,gyrocopter,sniper,invoker,ember-spirit,zeus,spectre,dawnbreaker,windranger,phantom-assassin,00:19:58,mid game,0.59,1293,370,3,0.0
6166244228,tidehunter,gyrocopter,sniper,invoker,ember-spirit,zeus,spectre,dawnbreaker,windranger,phantom-assassin,00:32:17,late game,0.59,-5651,-11928,-4,0.0
6166244228,tidehunter,gyrocopter,sniper,invoker,ember-spirit,zeus,spectre,dawnbreaker,windranger,phantom-assassin,00:49:18,superlate game,0.59,-18556,-44244,-10,0.0
6166250002,medusa,storm-spirit,legion-commander,phoenix,warlock,pudge,ogre-magi,luna,crystal-maiden,vengeful-spirit,00:04:15,early game,9.91,-466,-164,-2,0.0
6166250002,medusa,storm-spirit,legion-commander,phoenix,warlock,pudge,ogre-magi,luna,crystal-maiden,vengeful-spirit,00:21:49,mid game,9.91,-9023,-8828,-9,0.0
6166250002,medusa,storm-spirit,legion-commander,phoenix,warlock,pudge,ogre-magi,luna,crystal-maiden,vengeful-spirit,00:35:48,late game,9.91,-9385,-2344,-6,0.0
6166250002,medusa,storm-spirit,legion-commander,phoenix,warlock,pudge,ogre-magi,luna,crystal-maiden,vengeful-spirit,00:44:25,superlate game,9.91,-13814,-5821,-5,0.0
6166250729,mirana,crystal-maiden,faceless-void,sven,tinker,earthshaker,windranger,underlord,viper,monkey-king,00:00:59,early game,8.71,-93,-154,0,0.0
6166250729,mirana,crystal-maiden,faceless-void,sven,tinker,earthshaker,windranger,underlord,viper,monkey-king,00:24:57,mid game,8.71,6385,7548,16,0.0
6166250729,mirana,crystal-maiden,faceless-void,sven,tinker,earthshaker,windranger,underlord,viper,monkey-king,00:33:02,late game,8.71,14400,20270,21,0.0
6166250729,mirana,crystal-maiden,faceless-void,sven,tinker,earthshaker,windranger,underlord,viper,monkey-king,00:44:22,superlate game,8.71,4684,-4482,14,0.0
6166252363,juggernaut,lina,lich,pugna,bounty-hunter,sven,dawnbreaker,queen-of-pain,drow-ranger,witch-doctor,00:00:55,early game,0.78,-224,-125,-1,0.0
6166252363,juggernaut,lina,lich,pugna,bounty-hunter,sven,dawnbreaker,queen-of-pain,drow-ranger,witch-doctor,00:21:11,mid game,0.78,2591,5705,-2,0.0
6166252363,juggernaut,lina,lich,pugna,bounty-hunter,sven,dawnbreaker,queen-of-pain,drow-ranger,witch-doctor,00:33:41,late game,0.78,6371,15268,2,0.0
6166252363,juggernaut,lina,lich,pugna,bounty-hunter,sven,dawnbreaker,queen-of-pain,drow-ranger,witch-doctor,00:43:58,superlate game,0.78,-3547,-8755,-4,0.0
6166254280,abaddon,spirit-breaker,medusa,lina,grimstroke,lifestealer,snapfire,void-spirit,windranger,treant-protector,00:14:16,early game,1.5,-1072,-2107,-2,0.0
6166254280,abaddon,spirit-breaker,medusa,lina,grimstroke,lifestealer,snapfire,void-spirit,windranger,treant-protector,00:17:11,mid game,1.5,-598,-1997,-1,0.0
6166254280,abaddon,spirit-breaker,medusa,lina,grimstroke,lifestealer,snapfire,void-spirit,windranger,treant-protector,00:27:18,late game,1.5,1825,-946,-4,0.0
6166254280,abaddon,spirit-breaker,medusa,lina,grimstroke,lifestealer,snapfire,void-spirit,windranger,treant-protector,00:41:46,superlate game,1.5,-2181,-15781,-2,0.0
6166255367,lion,witch-doctor,monkey-king,abaddon,pudge,undying,dazzle,brewmaster,outworld-destroyer,clinkz,00:01:22,early game,-5.55,1053,226,0,0.0
6166255367,lion,witch-doctor,monkey-king,abaddon,pudge,undying,dazzle,brewmaster,outworld-destroyer,clinkz,00:24:24,mid game,-5.55,4486,997,1,0.0
6166255367,lion,witch-doctor,monkey-king,abaddon,pudge,undying,dazzle,brewmaster,outworld-destroyer,clinkz,00:32:24,late game,-5.55,3707,-1399,1,0.0
6166255367,lion,witch-doctor,monkey-king,abaddon,pudge,undying,dazzle,brewmaster,outworld-destroyer,clinkz,00:42:09,superlate game,-5.55,1655,-19851,-3,0.0
6166255873,silencer,faceless-void,lion,hoodwink,bristleback,ember-spirit,skywrath-mage,sven,shadow-shaman,shadow-fiend,00:09:48,early game,0.96,-654,-3122,-3,0.0
6166255873,silencer,faceless-void,lion,hoodwink,bristleback,ember-spirit,skywrath-mage,sven,shadow-shaman,shadow-fiend,00:21:35,mid game,0.96,-7199,-12602,-6,0.0
6166255873,silencer,faceless-void,lion,hoodwink,bristleback,ember-spirit,skywrath-mage,sven,shadow-shaman,shadow-fiend,00:32:54,late game,0.96,-10924,-18224,-8,0.0
6166255873,silencer,faceless-void,lion,hoodwink,bristleback,ember-spirit,skywrath-mage,sven,shadow-shaman,shadow-fiend,00:37:36,superlate game,0.96,-12745,-16105,-7,0.0
6166256082,undying,winter-wyvern,lion,sniper,sven,juggernaut,monkey-king,anti-mage,treant-protector,keeper-of-the-light,00:00:21,early game,-4.02,400,0,0,1.0
6166256082,undying,winter-wyvern,lion,sniper,sven,juggernaut,monkey-king,anti-mage,treant-protector,keeper-of-the-light,00:22:30,mid game,-4.02,-1458,-1467,-5,1.0
6166256082,undying,winter-wyvern,lion,sniper,sven,juggernaut,monkey-king,anti-mage,treant-protector,keeper-of-the-light,00:30:52,late game,-4.02,-1594,3184,-1,1.0
6166256082,undying,winter-wyvern,lion,sniper,sven,juggernaut,monkey-king,anti-mage,treant-protector,keeper-of-the-light,00:42:05,superlate game,-4.02,8498,23205,8,1.0
6166256851,monkey-king,weaver,natures-prophet,necrophos,luna,dawnbreaker,silencer,ogre-magi,huskar,lion,00:15:19,early game,11.19,1357,-2338,-5,0.0
6166256851,monkey-king,weaver,natures-prophet,necrophos,luna,dawnbreaker,silencer,ogre-magi,huskar,lion,00:19:34,mid game,11.19,967,-4531,-7,0.0
6166256851,monkey-king,weaver,natures-prophet,necrophos,luna,dawnbreaker,silencer,ogre-magi,huskar,lion,00:33:18,late game,11.19,-4524,-19900,-24,0.0
6166256851,monkey-king,weaver,natures-prophet,necrophos,luna,dawnbreaker,silencer,ogre-magi,huskar,lion,00:39:49,superlate game,11.19,-15078,-43536,-32,0.0
6166257077,dark-willow,phantom-lancer,pudge,lina,axe,jakiro,viper,wraith-king,bloodseeker,shadow-fiend,00:12:38,early game,4.09,-2036,-1719,-2,0.0
6166257077,dark-willow,phantom-lancer,pudge,lina,axe,jakiro,viper,wraith-king,bloodseeker,shadow-fiend,00:20:04,mid game,4.09,-6876,-10421,-8,0.0
6166257077,dark-willow,phantom-lancer,pudge,lina,axe,jakiro,viper,wraith-king,bloodseeker,shadow-fiend,00:34:30,late game,4.09,-12908,-20848,-14,0.0
6166257077,dark-willow,phantom-lancer,pudge,lina,axe,jakiro,viper,wraith-king,bloodseeker,shadow-fiend,00:40:51,superlate game,4.09,-14120,-22805,-15,0.0
6166258471,slardar,pudge,batrider,dark-willow,sven,tidehunter,dazzle,keeper-of-the-light,drow-ranger,lina,00:04:35,early game,1.21,-119,296,1,0.0
6166258471,slardar,pudge,batrider,dark-willow,sven,tidehunter,dazzle,keeper-of-the-light,drow-ranger,lina,00:19:57,mid game,1.21,-2058,316,-1,0.0
6166258471,slardar,pudge,batrider,dark-willow,sven,tidehunter,dazzle,keeper-of-the-light,drow-ranger,lina,00:29:07,late game,1.21,-10653,-10611,-5,0.0
6166258471,slardar,pudge,batrider,dark-willow,sven,tidehunter,dazzle,keeper-of-the-light,drow-ranger,lina,00:41:59,superlate game,1.21,-17013,-17317,-10,0.0
6166259749,kunkka,anti-mage,shadow-fiend,shadow-shaman,jakiro,silencer,medusa,vengeful-spirit,dragon-knight,witch-doctor,00:14:25,early game,5.3,2238,740,2,1.0
6166259749,kunkka,anti-mage,shadow-fiend,shadow-shaman,jakiro,silencer,medusa,vengeful-spirit,dragon-knight,witch-doctor,00:24:37,mid game,5.3,6115,8427,7,1.0
6166259749,kunkka,anti-mage,shadow-fiend,shadow-shaman,jakiro,silencer,medusa,vengeful-spirit,dragon-knight,witch-doctor,00:30:03,late game,5.3,4831,6528,4,1.0
6166259749,kunkka,anti-mage,shadow-fiend,shadow-shaman,jakiro,silencer,medusa,vengeful-spirit,dragon-knight,witch-doctor,00:44:06,superlate game,5.3,22440,44443,12,1.0
6166261615,spirit-breaker,keeper-of-the-light,death-prophet,rubick,juggernaut,sniper,necrophos,jakiro,bristleback,luna,00:05:24,early game,6.94,-530,-317,-1,1.0
6166261615,spirit-breaker,keeper-of-the-light,death-prophet,rubick,juggernaut,sniper,necrophos,jakiro,bristleback,luna,00:22:16,mid game,6.94,-3550,-3440,1,1.0
6166261615,spirit-breaker,keeper-of-the-light,death-prophet,rubick,juggernaut,sniper,necrophos,jakiro,bristleback,luna,00:33:18,late game,6.94,-10611,-5276,-2,1.0
6166261615,spirit-breaker,keeper-of-the-light,death-prophet,rubick,juggernaut,sniper,necrophos,jakiro,bristleback,luna,00:42:39,superlate game,6.94,3246,20456,5,1.0
6166261829,witch-doctor,magnus,grimstroke,huskar,queen-of-pain,sniper,mirana,shadow-fiend,lifestealer,lion,00:07:55,early game,-3.25,190,1132,4,0.0
6166261829,witch-doctor,magnus,grimstroke,huskar,queen-of-pain,sniper,mirana,shadow-fiend,lifestealer,lion,00:25:55,mid game,-3.25,813,-779,14,0.0
6166261829,witch-doctor,magnus,grimstroke,huskar,queen-of-pain,sniper,mirana,shadow-fiend,lifestealer,lion,00:28:33,late game,-3.25,196,-1164,15,0.0
6166261829,witch-doctor,magnus,grimstroke,huskar,queen-of-pain,sniper,mirana,shadow-fiend,lifestealer,lion,00:41:51,superlate game,-3.25,-1528,-915,19,0.0
6166262361,dark-willow,shadow-fiend,bounty-hunter,chaos-knight,vengeful-spirit,luna,morphling,snapfire,earthshaker,grimstroke,00:11:45,early game,-2.11,-1291,-3950,-3,1.0
6166262361,dark-willow,shadow-fiend,bounty-hunter,chaos-knight,vengeful-spirit,luna,morphling,snapfire,earthshaker,grimstroke,00:17:05,mid game,-2.11,1183,-624,-2,1.0
6166262361,dark-willow,shadow-fiend,bounty-hunter,chaos-knight,vengeful-spirit,luna,morphling,snapfire,earthshaker,grimstroke,00:36:15,late game,-2.11,6392,-10780,-6,1.0
6166262361,dark-willow,shadow-fiend,bounty-hunter,chaos-knight,vengeful-spirit,luna,morphling,snapfire,earthshaker,grimstroke,00:37:01,superlate game,-2.11,5487,-11944,-6,1.0
6166262663,venomancer,luna,skywrath-mage,pudge,techies,dragon-knight,monkey-king,bounty-hunter,jakiro,phantom-assassin,00:14:32,early game,7.86,1945,3974,9,1.0
6166262663,venomancer,luna,skywrath-mage,pudge,techies,dragon-knight,monkey-king,bounty-hunter,jakiro,phantom-assassin,00:18:23,mid game,7.86,3306,3710,11,1.0
6166262663,venomancer,luna,skywrath-mage,pudge,techies,dragon-knight,monkey-king,bounty-hunter,jakiro,phantom-assassin,00:35:31,late game,7.86,14928,30778,26,1.0
6166262663,venomancer,luna,skywrath-mage,pudge,techies,dragon-knight,monkey-king,bounty-hunter,jakiro,phantom-assassin,00:38:49,superlate game,7.86,21467,45776,31,1.0
6166264165,warlock,jakiro,clockwerk,slark,huskar,anti-mage,vengeful-spirit,magnus,enigma,invoker,00:06:44,early game,5.55,-323,-1755,-4,0.0
6166264165,warlock,jakiro,clockwerk,slark,huskar,anti-mage,vengeful-spirit,magnus,enigma,invoker,00:24:32,mid game,5.55,-5596,-11560,-9,0.0
6166264165,warlock,jakiro,clockwerk,slark,huskar,anti-mage,vengeful-spirit,magnus,enigma,invoker,00:33:49,late game,5.55,-12253,-16757,-12,0.0
6166264165,warlock,jakiro,clockwerk,slark,huskar,anti-mage,vengeful-spirit,magnus,enigma,invoker,00:37:35,superlate game,5.55,-16116,-34449,-15,0.0
6166264271,lion,drow-ranger,medusa,huskar,pudge,windranger,juggernaut,ancient-apparition,wraith-king,undying,00:07:47,early game,-11.38,-382,-74,1,0.0
6166264271,lion,drow-ranger,medusa,huskar,pudge,windranger,juggernaut,ancient-apparition,wraith-king,undying,00:23:28,mid game,-11.38,-10183,-11913,-10,0.0
6166264271,lion,drow-ranger,medusa,huskar,pudge,windranger,juggernaut,ancient-apparition,wraith-king,undying,00:33:19,late game,-11.38,-8309,-11860,-7,0.0
6166264271,lion,drow-ranger,medusa,huskar,pudge,windranger,juggernaut,ancient-apparition,wraith-king,undying,00:39:08,superlate game,-11.38,-15541,-18574,-8,0.0
6166265901,abaddon,silencer,enigma,ogre-magi,ursa,pudge,monkey-king,mirana,phantom-lancer,sniper,00:11:31,early game,-16.56,-210,714,1,0.0
6166265901,abaddon,silencer,enigma,ogre-magi,ursa,pudge,monkey-king,mirana,phantom-lancer,sniper,00:20:09,mid game,-16.56,3432,2935,8,0.0
6166265901,abaddon,silencer,enigma,ogre-magi,ursa,pudge,monkey-king,mirana,phantom-lancer,sniper,00:33:16,late game,-16.56,677,-4039,5,0.0
6166265901,abaddon,silencer,enigma,ogre-magi,ursa,pudge,monkey-king,mirana,phantom-lancer,sniper,00:38:14,superlate game,-16.56,-8127,-25129,-1,0.0
6166265952,axe,storm-spirit,slark,spectre,oracle,shadow-fiend,pudge,night-stalker,disruptor,viper,00:14:18,early game,-17.04,-465,-59,2,0.0
6166265952,axe,storm-spirit,slark,spectre,oracle,shadow-fiend,pudge,night-stalker,disruptor,viper,00:25:45,mid game,-17.04,-1126,-4318,-6,0.0
6166265952,axe,storm-spirit,slark,spectre,oracle,shadow-fiend,pudge,night-stalker,disruptor,viper,00:30:31,late game,-17.04,-2539,-4132,-6,0.0
6166265952,axe,storm-spirit,slark,spectre,oracle,shadow-fiend,pudge,night-stalker,disruptor,viper,00:40:40,superlate game,-17.04,-9822,-24286,-13,0.0
6166266027,earthshaker,dark-willow,anti-mage,troll-warlord,venomancer,axe,arc-warden,phoenix,mirana,silencer,00:06:33,early game,-4.07,-421,-23,1,0.0
6166266027,earthshaker,dark-willow,anti-mage,troll-warlord,venomancer,axe,arc-warden,phoenix,mirana,silencer,00:21:50,mid game,-4.07,2142,8450,6,0.0
6166266027,earthshaker,dark-willow,anti-mage,troll-warlord,venomancer,axe,arc-warden,phoenix,mirana,silencer,00:33:16,late game,-4.07,-2092,4259,1,0.0
6166266027,earthshaker,dark-willow,anti-mage,troll-warlord,venomancer,axe,arc-warden,phoenix,mirana,silencer,00:42:00,superlate game,-4.07,-20883,-23997,-9,0.0
6166266067,jakiro,night-stalker,lion,phantom-assassin,tiny,templar-assassin,juggernaut,earth-spirit,legion-commander,invoker,00:15:04,early game,1.21,942,-440,3,0.0
6166266067,jakiro,night-stalker,lion,phantom-assassin,tiny,templar-assassin,juggernaut,earth-spirit,legion-commander,invoker,00:20:37,mid game,1.21,2246,2037,5,0.0
6166266067,jakiro,night-stalker,lion,phantom-assassin,tiny,templar-assassin,juggernaut,earth-spirit,legion-commander,invoker,00:36:32,late game,1.21,6304,8440,11,0.0
6166266067,jakiro,night-stalker,lion,phantom-assassin,tiny,templar-assassin,juggernaut,earth-spirit,legion-commander,invoker,00:38:22,superlate game,1.21,5927,6920,10,0.0
6166266240,shadow-shaman,sniper,bounty-hunter,bristleback,tinker,lion,crystal-maiden,shadow-fiend,axe,juggernaut,00:05:18,early game,-1.28,265,221,1,1.0
6166266240,shadow-shaman,sniper,bounty-hunter,bristleback,tinker,lion,crystal-maiden,shadow-fiend,axe,juggernaut,00:19:51,mid game,-1.28,3393,865,1,1.0
6166266240,shadow-shaman,sniper,bounty-hunter,bristleback,tinker,lion,crystal-maiden,shadow-fiend,axe,juggernaut,00:29:01,late game,-1.28,4471,-4359,-2,1.0
6166266240,shadow-shaman,sniper,bounty-hunter,bristleback,tinker,lion,crystal-maiden,shadow-fiend,axe,juggernaut,00:37:39,superlate game,-1.28,13241,10254,0,1.0
6166267714,medusa,dawnbreaker,ancient-apparition,arc-warden,techies,monkey-king,tusk,lion,hoodwink,tidehunter,00:16:42,early game,-4.21,3358,4364,5,1.0
6166267714,medusa,dawnbreaker,ancient-apparition,arc-warden,techies,monkey-king,tusk,lion,hoodwink,tidehunter,00:22:22,mid game,-4.21,1964,-297,4,1.0
6166267714,medusa,dawnbreaker,ancient-apparition,arc-warden,techies,monkey-king,tusk,lion,hoodwink,tidehunter,00:30:27,late game,-4.21,3607,2170,4,1.0
6166267714,medusa,dawnbreaker,ancient-apparition,arc-warden,techies,monkey-king,tusk,lion,hoodwink,tidehunter,00:38:45,superlate game,-4.21,25601,38432,15,1.0
6166269782,arc-warden,bristleback,pudge,kunkka,juggernaut,sniper,bounty-hunter,legion-commander,undying,spirit-breaker,00:10:34,early game,-9.16,3387,2902,0,1.0
6166269782,arc-warden,bristleback,pudge,kunkka,juggernaut,sniper,bounty-hunter,legion-commander,undying,spirit-breaker,00:17:17,mid game,-9.16,6956,7395,-1,1.0
6166269782,arc-warden,bristleback,pudge,kunkka,juggernaut,sniper,bounty-hunter,legion-commander,undying,spirit-breaker,00:30:34,late game,-9.16,15361,10667,-5,1.0
6166269782,arc-warden,bristleback,pudge,kunkka,juggernaut,sniper,bounty-hunter,legion-commander,undying,spirit-breaker,00:37:59,superlate game,-9.16,27356,29985,-2,1.0
6166271567,riki,shadow-fiend,lich,lina,faceless-void,clinkz,phantom-lancer,witch-doctor,crystal-maiden,bristleback,00:15:40,early game,2.39,-1485,-1228,-1,0.0
6166271567,riki,shadow-fiend,lich,lina,faceless-void,clinkz,phantom-lancer,witch-doctor,crystal-maiden,bristleback,00:25:16,mid game,2.39,-801,131,5,0.0
6166271567,riki,shadow-fiend,lich,lina,faceless-void,clinkz,phantom-lancer,witch-doctor,crystal-maiden,bristleback,00:34:00,late game,2.39,-6309,596,5,0.0
